PID,Name of Project,Description,Sponsor-Full,Sponsor-Abb,System,WaterManagement,SoilNutrientandLandManagem,GeneticResources,EnergyManagement,OtherThematicAreas,org_type,ImplementingAgencies,Region,District,Community,Status,Year Approved,Year Completed,Link,CSA Technology,Contact Person,Contact Number,Commodity/Livestock,Beneficiaries,subcategory,Agro-ecological suitability of practices (e.g. drought-tolerant varieties),"If Yes, How?",Soil fertility management techniques suited to soil types ,"If Yes, How?.1",Climate forecasting and early warning systems,"If Yes, How?.2",Access to input and output markets ,"If Yes, How?.3",Financial capital/credit availability,"If Yes, How?.4","Rural infrastructure (roads, irrigation, electricity)","If Yes, How?.5",Education/training programs building farmer skills,"If Yes, How?.6",Community cooperative models for resources/labor sharing,"If Yes, How?.7"
P096,Enhancing Natural Forest and Agro-Forest Landscape Project – ENFALP,"improve forest and tree management practices by cocoa farmers, CREMA communities and forest reserve managers to reduce forest loss and degradation in selected landscapes in Ghana’s High Forest Zone",Ghana Forest Investment Programme,GFIP,Forestry,Yes,Yes,No,No,,government,Ministry of Lands And Natural Resources,Brong Ahafo,,,,,,https://mlnrgfip.com/gfip-projects/,Agroforestry,,,,"12,000 direct and 175,000 in direct",,No,,No,,No,,No,,No,,No,,No,,No,
P097,Engaging Local Communities in REDD+/ Enhancing Natural Forest –ELCIR+,"contribute to the increase of carbon stocks, and poverty reduction in the o? reserve areas of the High Forest Zones, by engaging communities in land management approaches that generate direct financial and environmental benefits",World Bank and the InternationaI Finance Corporation,WB. IFC,"Forestry, agroforestry",Yes,Yes,No,No,,government,"Forestry Commission, Ministry of Lands and Natural Resources (FC, MLNR)",Western Region,,,,2014,2018,https://mlnrgfip.com/gfip-projects/,"Forestry, agroforestry",Mafalda DUARTE m.duarte@afdb.org,,,"12,000 direct benificiaries and 175,000 indirect ",,Yes,Land tenure,No,,No,,Yes,Provision of seeds and equipment,Yes,financial incentives through benefit-sharing agreements,No,,Yes,Capacity building,No,
P097,Engaging Local Communities in REDD+/ Enhancing Natural Forest –ELCIR+,"contribute to the increase of carbon stocks, and poverty reduction in the o? reserve areas of the High Forest Zones, by engaging communities in land management approaches that generate direct financial and environmental benefits",World Bank and the InternationaI Finance Corporation,WB. IFC,"Forestry, agroforestry",Yes,Yes,No,No,,government,"Forestry Commission, Ministry of Lands and Natural Resources (FC, MLNR)",Brong Ahafo,,,,2014,2018,https://mlnrgfip.com/gfip-projects/,"Forestry, agroforestry",Mafalda DUARTE m.duarte@afdb.org,,,"12,000 direct benificiaries and 175,000 indirect ",,Yes,Land tenure,No,,No,,Yes,Provision of seeds and equipment,Yes,financial incentives through benefit-sharing agreements,No,,Yes,Capacity building,No,
P051,"""FAR BAN BO"" PROTECTING FISHERIES LIVELIHOODS","The project contributes to sustainable fisheries resources management to improve food security, nutrition and livelihoods of smallholder fishers and other users of fishery resources in selected districts of the Western, Central, Greater Accra, and Volta regions","Partnership for Sustainable Development, CARE DENMARK, European Union, Friends of the Nation, OXFAM GB LBG","PSD, EU, FoN, ",Aquaculture,Yes ,No,No,Yes,,ngo,CARE DENMARK,Western Region,,,Completed,2017,2021,,,Kwame Mensah,kwame.mensah@care.org,economic activities,,,Yes,"Laws, Tenure rights",No,,No,,No,,No,,No,,No,,No,
P051,"""FAR BAN BO"" PROTECTING FISHERIES LIVELIHOODS","The project contributes to sustainable fisheries resources management to improve food security, nutrition and livelihoods of smallholder fishers and other users of fishery resources in selected districts of the Western, Central, Greater Accra, and Volta regions","Partnership for Sustainable Development, CARE DENMARK, European Union, Friends of the Nation, OXFAM GB LBG","PSD, EU, FoN, ",Aquaculture,Yes ,No,No,Yes,,ngo,CARE DENMARK,Central Region,,,Completed,2017,2021,,,Kwame Mensah,kwame.mensah@care.org,economic activities,,,Yes,"Laws, Tenure rights",No,,No,,No,,No,,No,,No,,No,
P051,"""FAR BAN BO"" PROTECTING FISHERIES LIVELIHOODS","The project contributes to sustainable fisheries resources management to improve food security, nutrition and livelihoods of smallholder fishers and other users of fishery resources in selected districts of the Western, Central, Greater Accra, and Volta regions","Partnership for Sustainable Development, CARE DENMARK, European Union, Friends of the Nation, OXFAM GB LBG","PSD, EU, FoN, ",Aquaculture,Yes ,No,No,Yes,,ngo,CARE DENMARK,Greater Accra,,,Completed,2017,2021,,,Kwame Mensah,kwame.mensah@care.org,economic activities,,,Yes,"Laws, Tenure rights",No,,No,,No,,No,,No,,No,,No,
P051,"""FAR BAN BO"" PROTECTING FISHERIES LIVELIHOODS","The project contributes to sustainable fisheries resources management to improve food security, nutrition and livelihoods of smallholder fishers and other users of fishery resources in selected districts of the Western, Central, Greater Accra, and Volta regions","Partnership for Sustainable Development, CARE DENMARK, European Union, Friends of the Nation, OXFAM GB LBG","PSD, EU, FoN, ",Aquaculture,Yes ,No,No,Yes,,ngo,CARE DENMARK,Volta Region,,,Completed,2017,2021,,,Kwame Mensah,kwame.mensah@care.org,economic activities,,,Yes,"Laws, Tenure rights",No,,No,,No,,No,,No,,No,,No,
P115,Developing Improved Infrastructure and Technology for Rice Production in Africa (DIITRPA),"The study was designed to explore ways to increase rice production in accordance with diverse forms of rice 
ecosystems in Africa, especially to improve farmland and facilities and develop farmersí cultivation skills 
in rain-fed lowland areas, by improving methods for rice field construction and cultivation management, 
introducing appropriate cultivars, and providing seeds as well as equipment and materials","Rural Development Bureau, Ministry of Agriculture, Forestry

and Fishery  Japan",MAFF,Crop Production,No,Yes,No,No,,government,MOFA,Ashanti Region,,,,2008,2011,,"Soil and water management, seed diverstification, irrigation",,,,,Farming System,Yes,Rain-fed Lowland rice variety,No,,No,,No,,No,,No,,Yes,Manuals,No,
P105,Man and Biosphere Programme (MAB),"MAB seeks to set a scientific basis for the improvement of the relationships between people and their environment. Programme activities focus on specific ecosystems, interdisciplinary and cross-sectoral collaboration, research and capacity–building, which are implemented through national committees."," United Nations Educational, Scientific and Cultural Organization",UNESCO,natural sciences,Yes,Yes,No,No,,government,UNESCO,Greater Accra,Ada East District,"Songor Ramsar site, lake bosomtwe",,1971,,https://www.unesco.org/en/mab,"soil fertility management, plant/seed diverstification",,,,,farming system,No,,No,,No,,No,,No,,No,,No,,No,
P105,Man and Biosphere Programme (MAB),"MAB seeks to set a scientific basis for the improvement of the relationships between people and their environment. Programme activities focus on specific ecosystems, interdisciplinary and cross-sectoral collaboration, research and capacity–building, which are implemented through national committees."," United Nations Educational, Scientific and Cultural Organization",UNESCO,natural sciences,Yes,Yes,No,No,,government,UNESCO,Western Region,Juabeso-Bia district,Bia Biosphere Reserve,,1971,,https://www.unesco.org/en/mab,"soil fertility management, plant/seed diverstification",,,,,farming system,No,,No,,No,,No,,No,,No,,No,,No,
P003,PSG-Additional financing - Sustainable Land and Water Management Project,Expand the area under sustainable land and water management in selected watersheds to reduce land degradation and enhance maintenance of biodiversity,World Bank,WB,Crop Production ,Yes ,Yes ,No,No,"Yes-Biodiversity, climatce change and land degradation",government,MESTI,,,,Completed,2014,2020,https://www.thegef.org/projects-operations/projects/5221,"Land, Water Management, aquaculture, forestry, crop production",,,,,,Yes,Land tenure,No,,No,,No,,No,,No,,No,,No,
P009,Climate Change Enabling Activity (Additional Financing for Capacity Building in Priority Areas),"Accelerate the use, application and adaptation of climate - relevant ESTs that are supportive to socio-economic development objectives of Ghana.",United Nations Development Programme,UNDP,Crop production,Yes,Yes,No,No,Yes-Biodiversity,government,Ministry of Forestry & Environment,,,,,2001,,https://www.thegef.org/projects-operations/projects/1002,,,nkoranteng@ghana.com,,,,No,,No,,,,,,,,,,,,,
P032,Adaptation of Agro-Ecosystems to Climate Change in Ghana (AAESCC),Reduce climate related yield losses for the farmers and incorporate the results of the activities into agricultural sector policy on adapting land use systems to climate change.,Deutsche Gesellschaft für Internat Zusammenarbeit (GIZ) GmbH,GIZ,"Crop production, Forestry",,Yes ,,,Yes-Biodiversity,government,MOFA,Northern Region,,,Completed,2012,2016,https://www.giz.de/en/worldwide/25765.html,"soil and water management, seed diverstification, crop production, soil fertility management, multipurpose tree planting",Ernst Mill,ernst.mill@giz.de,Maize,"600 farm households/ 1,712 farmers",Compost making,Yes,"improved seeds, seed diverstification",Yes,Compost making,Yes,Use of mobile phones for weather information,Yes,Community Seed production system,No,,No,,Yes,"Training, advise",No,
P032,Adaptation of Agro-Ecosystems to Climate Change in Ghana (AAESCC),Reduce climate related yield losses for the farmers and incorporate the results of the activities into agricultural sector policy on adapting land use systems to climate change.,Deutsche Gesellschaft für Internat Zusammenarbeit (GIZ) GmbH,GIZ,"Crop production, Forestry",,Yes ,,,Yes-Biodiversity,government,MOFA,Brong Ahafo,,,Completed,2012,2016,https://www.giz.de/en/worldwide/25765.html,"soil and water management, seed diverstification, crop production, soil fertility management, multipurpose tree planting",Ernst Mill,ernst.mill@giz.de,Maize,"600 farm households/ 1,712 farmers",Compost making,Yes,"improved seeds, seed diverstification",Yes,Compost making,Yes,Use of mobile phones for weather information,Yes,Community Seed production system,No,,No,,Yes,"Training, advise",No,
P038,Market-Oriented Value Chains for Jobs & Growth in the ECOWAS Region (MOVE),Build more sustainable rice & cashew sectors,"German Federal Ministry for Economic Cooperation and Development, Bill and Melinda Gates Foundation",BMZ,Crop production,,Yes ,,,"Yes-Resilince, job creation",ngo,"Economic Community of West African States (ECOWAS); REACH: Ministry of Food and Agriculture (MoFA), Ministry of Local Government and Rural Development",,,,on going,2022,,https://www.giz.de/en/worldwide/108524.html,"soil and water management, ","Rita Weidinger, Florian Winckler","rita.weidinger@giz.de,  florian.winckler@giz.de","Cashew, rice",,,No,,No,,No,,No,,No,,No,,No,,No,
P039,Competitive African Rice Initiative (CARI),Significantly improve the livelihoods of smallholder rice farmers and their families by increasing the quality and quantity of domestic rice,"German Federal Ministry for Economic Cooperation and Development, Bill and Melinda Gates Foundation",BMZ,Rice production,Yes,Yes ,,,,ngo,"GIZ, John A. Kufuor Foundation, Technoserve (TNS)",,,,Completed,2013,2021,,,,,,"891,000 direct and indirect beneficiaries",,Yes,"Weather alerts, seed selection and adoption",No,,Yes,Weather Alert APP,Yes," SMS-based solution
that provides access to credit",No,,No,,Yes,Training,Yes,
P050,Savannah Integrated Biodiversity Conservation Initiative (SIBCI),"The project’s long-term goal is to contribute to the achievement of endogenous, sustainable and inclusive economic development that responds to the challenges of climate change. In the mediumterm, the objective is to improve sustainable, participatory and integrated management of the Mole National Park (MNP) towards biodiversity conservation and resilience to climate change.","Partnership for Sustainable development, European Union, COSPE onlus, Ghana Wildlife Society Forestry Commission, University for Development Studies"," PSD, EU, COSPE, UDS",,Yes ,Yes ,No,Yes,,government,COSPE onlus; GHANA WILDLIFE SOCIETY; FORESTRY COMMISSION,Savannah Region,West Gonja,,Completed,2020,2023,Savannah Integrated Biodiversity Conservation Initiative (SIBCI) – (NDF) (ndfwestafrica.org),,Eric Lartey – Director,elartey@ghanawildlifesociety.org,green,peripheral communities,,No,,No,,No,,No,,No,,No,,No,,No,
P052,Productive Investments for Sustainable Agriculture Development in the Northern Savannah Ecological Zone of Ghana,"The Savannah Investment Programme is considered an instrument to implement the Rearing for Food and Jobs to address key constraints in the livestock industry. The constraints include but not limited to Commercial production of soyabean and maize; Poultry value chain, and Small ruminants value chain. Northern Savannah Ecological Zone (NSEZ constitutes the poorest part of the country with respect to the national average poverty rate. The zone is characterized with relatively more challenging agro-ecological conditions, low socio-economic indicators and historical neglect in public investments in infrastructure and services. Development of this zone has been discussed as a national imperative for Ghana’s balance of payments, macro-economic stability, econom","Partnership for Sustainable development, European Union, Ministry of Food and Agriculture, AGENCE FRANÇAISE DE DÉVELOPPEMENT, THE AFRICA INVESTMENT FACILITY, THE WORLD BANK","PDS. EU, AfIF,",livestock industry,Yes ,No,No,Yes,,government,MINISTRY OF FOOD AND AGRICULTURE,,,,Ongoing,2018,2025,,"Seed diverstification, irrigation, livestock production, water management",nil,delegation-ghana@eeas.europa.eu,diversified food.,smallholder farmers,,No,,No,,No,,Yes,"Seed capital; loans, grant",Yes,Loans,Yes,"Irrigation system, solar infrastructure",No,,No,
P053,ARCHIPELAGO project: Horticulture in Ghana for a brighter future,"The project is financed by the ARCHIPELAGO programme within the framework of the European Emergency Trust Fund (EUTF) for Africa whose main objective is to improve the employability of youth through targeted technical and vocational training services and strengthen the Micro, Small and Medium Enterprises (MSMEs) in 12 countries in the Sahel and Lake Chad region (Burkina Faso, Cameroon, Chad, Gambia, Ghana, Guinea, Ivory Coast, Mali, Mauritania, Niger, Nigeria, Senegal)","Partnership for Growth, European Emergency Trust Fund, European Union, DELFT UNIVERSITY OF TECHNOLOGY – THE NETHERLANDS, Kwadaso Agricultural College, Kumasi, Ghana","EU, EUTF ",technical and vocaitional training,No,No,No,Yes,,government,"KWADASO AGRICULTURAL COLLEGE, DELFT UNIVERSITY OF TECHNOLOGY – THE NETHERLANDS",Ashanti Region,Kwadaso,,Completed,2020,2022,,"Multi purpose tree planting, seed diverstification","Mrs. Lindsey Schwidder, project director",l.s.schwidder@tudelft.nl,horticulture,3000 direct beneficiaries,,No,,No,,No,,No,,No,,No,,Yes,Vocational training approach,No,
